,Unnamed: 0,äœë™èä,1,2,3,4,5,6,7,8,9,10,11,12,à‹ìx,åoìx,cluster
58,58,ä‚å©ëÚ,-6.1,-3.9,-0.1,6.9,13.4,15.3,22.3,20.3,16.5,9.7,3.4,-3.5,43.2117,141.785,0
59,59,ó[í£,-6.9,-5.1,-1.4,5.1,12.1,14.2,20.8,18.4,14.8,8.0,1.5,-5.0,43.0383,141.9567,7
60,60,í∑è¿,-7.3,-4.5,-0.7,6.3,12.5,14.7,21.5,19.9,16.4,9.5,3.1,-4.2,43.0117,141.6933,7
61,61,ã§òa,-3.6,-2.3,0.7,7.1,12.9,14.9,21.3,20.8,16.2,10.3,4.1,-2.0,42.98,140.6033,0
62,62,éıìs,-2.1,-1.3,1.7,7.1,12.5,14.6,20.9,20.1,17.2,11.4,4.4,-1.4,42.795,140.2233,0
63,63,çïèºì‡,-4.3,-3.2,0.2,5.8,11.8,14.2,20.6,19.1,15.3,9.2,2.4,-3.2,42.6633,140.31,3
64,64,ê^éÎ,-6.4,-5.2,-2.0,4.1,11.3,13.3,19.8,17.8,14.1,8.0,0.8,-5.3,42.775,140.88,7
65,65,äÏñŒï ,-7.7,-6.0,-2.3,4.3,11.5,13.6,20.2,18.5,13.4,7.2,0.5,-5.8,42.7933,140.9483,7
66,66,ã‰ímà¿,-5.5,-4.3,-1.0,5.6,12.2,14.3,20.9,19.5,15.0,8.7,2.0,-4.2,42.9,140.7567,3
67,67,è¨íM,-3.4,-2.2,1.1,7.3,13.4,14.9,21.5,21.0,17.3,10.8,4.0,-2.2,43.1817,141.0167,0
68,68,ó]és,-3.9,-2.8,0.3,7.0,13.6,14.5,21.4,20.3,16.0,9.9,3.3,-3.1,43.1817,140.7583,0
69,69,ïlâv,-4.4,-2.5,0.4,6.5,12.4,15.1,20.8,20.5,16.3,10.7,4.1,-1.7,43.5817,141.3867,0
70,70,å˙ìc,-5.0,-2.9,0.1,6.2,12.2,14.7,20.8,20.0,15.8,10.0,3.5,-2.3,43.3983,141.4367,0
71,71,êŒéÎ,-5.7,-3.2,0.4,6.5,12.6,14.7,21.0,20.1,16.3,10.2,3.6,-2.9,43.1933,141.37,0
72,72,éRå˚,-4.5,-2.5,0.9,7.2,13.2,14.9,21.3,21.0,16.7,10.6,3.7,-2.5,43.1467,141.2217,0
73,73,éDñy,-3.9,-2.0,1.4,7.7,14.4,16.0,22.9,21.7,17.7,11.3,4.3,-2.0,43.06,141.3283,0
74,74,ç]ï ,-7.2,-4.6,-0.7,6.2,12.4,14.7,21.3,20.0,16.1,9.3,3.0,-4.2,43.11,141.6017,7
75,75,êVé¬í√,-7.1,-4.8,-0.9,6.2,12.5,14.8,21.4,19.8,15.8,9.2,2.6,-4.5,43.22,141.645,7
76,76,åbíÎìáèº,-6.9,-4.4,-0.8,5.7,12.1,14.4,21.0,19.5,15.9,9.0,2.6,-4.8,42.925,141.565,7
77,77,éx‚îåŒî»,-5.3,-3.9,-0.7,4.8,11.2,13.5,20.4,18.4,15.4,9.1,2.6,-3.4,42.7717,141.4067,3
78,78,êÁçŒ,-6.7,-4.4,-0.4,6.0,11.9,14.4,20.9,19.4,16.2,9.2,3.1,-4.3,42.775,141.6917,3
79,79,ì˙çÇ,-8.5,-5.7,-2.1,4.6,12.3,14.7,21.8,18.9,14.7,7.4,1.5,-5.5,42.8767,142.4417,7
80,80,ì˙çÇñÂï ,-4.6,-3.0,0.2,5.4,10.7,13.6,20.1,19.0,16.4,9.9,4.3,-2.5,42.5217,142.0367,3
81,81,êVòa,-6.5,-4.5,-0.8,5.3,12.0,14.7,21.6,19.3,15.6,8.3,2.3,-5.7,42.5433,142.3333,7
82,82,ê√ì‡,-3.5,-2.2,0.7,5.9,10.7,13.8,20.3,19.1,16.6,10.4,4.8,-1.7,42.3433,142.3617,0
83,83,éOêŒ,-5.4,-3.3,-0.5,5.2,10.2,13.4,19.8,18.6,15.6,9.1,3.9,-2.4,42.245,142.6617,3
84,84,âYâÕ,-2.6,-1.5,0.5,5.5,10.1,13.2,19.1,18.5,16.6,11.2,5.5,-0.6,42.1617,142.7767,0
85,85,íÜãnâP,-7.1,-4.9,-1.4,5.1,11.6,13.9,20.5,18.4,15.1,8.1,2.6,-3.8,42.2233,142.9483,7
86,86,Ç¶ÇËÇ‡ñ¶,-2.2,-1.6,-0.1,3.5,7.3,10.6,15.9,17.0,16.2,11.3,6.5,0.5,41.925,143.2433,3
87,87,Ç Ç©Ç—ÇÁåπêÚãΩ,-11.7,-8.3,-4.2,3.0,10.8,12.9,19.5,16.5,12.2,5.4,-0.7,-7.5,43.3667,143.1917,7
88,88,é≠í«,-7.8,-5.2,-1.5,5.6,13.3,14.4,21.8,18.4,15.4,8.7,2.0,-4.5,43.1033,142.995,7
89,89,ñ{ï ,-10.6,-6.7,-1.1,5.9,13.1,14.2,21.4,18.8,15.3,8.2,1.7,-6.6,43.1317,143.6,7
90,90,ó§ï ,-11.6,-7.8,-2.5,4.6,11.7,13.4,20.5,18.1,13.8,6.5,-0.1,-8.4,43.4683,143.7383,7
91,91,írìc,-9.5,-5.7,-1.0,5.4,12.3,13.3,20.7,18.3,15.3,8.4,1.7,-5.9,42.92,143.4583,7
92,92,ë—çL,-8.6,-4.7,0.1,6.6,13.8,14.7,22.0,19.2,16.3,9.5,2.4,-4.8,42.9217,143.2117,7
93,93,âËé∫,-10.6,-6.3,-1.5,5.7,13.0,14.4,21.5,18.6,15.4,8.4,1.3,-5.9,42.9,143.0433,7
94,94,ë—çLêÚ,-10.3,-6.7,-1.7,5.4,12.5,13.6,20.9,17.8,15.2,8.1,1.1,-7.2,42.7333,143.2167,7
95,95,ëÂé˜,-9.3,-6.7,-2.4,5.1,11.7,12.6,19.8,17.5,15.1,8.1,2.3,-6.6,42.5,143.275,7
96,96,ëÂí√,-8.5,-4.9,-1.0,4.3,10.0,11.1,18.1,17.8,15.5,9.0,2.8,-5.3,42.685,143.6467,3
97,97,âYñy,-8.5,-5.0,-0.7,5.4,12.0,13.2,20.5,18.3,15.8,9.1,2.5,-5.2,42.8083,143.6567,7
98,98,çLîˆ,-5.1,-3.2,-0.1,5.5,11.5,11.6,19.2,17.8,16.3,10.2,5.3,-1.7,42.2933,143.315,3
99,99,óÖâP,-4.7,-3.6,-1.9,3.0,9.0,11.0,17.5,16.9,14.9,9.0,3.3,-2.1,44.0233,145.1867,3
100,100,ïWí√,-6.5,-4.0,-1.9,3.7,8.7,11.1,17.3,17.1,15.5,9.1,3.3,-3.6,43.6617,145.1317,3
101,101,íÜïWí√,-7.8,-4.9,-2.3,4.1,10.3,12.1,19.1,17.1,15.0,8.4,2.8,-4.8,43.5433,144.9783,7
102,102,è„ïWí√,-7.1,-5.3,-2.7,3.6,10.5,12.0,19.4,16.8,14.4,7.9,2.3,-4.7,43.52,144.7467,7
103,103,ï äC,-8.5,-5.2,-2.3,4.1,10.0,11.7,18.8,17.0,14.6,8.1,2.6,-5.0,43.3817,145.1183,7
104,104,å˙è∞,-7.3,-4.9,-2.5,3.4,8.6,10.6,17.5,16.7,14.5,8.3,3.5,-3.6,43.2317,145.2583,3
105,105,ç™é∫,-4.2,-3.1,-1.4,3.7,8.8,10.3,17.3,16.8,15.6,10.4,5.4,-1.1,43.33,145.585,3
106,106,î[çπïz,-3.6,-2.8,-1.4,3.2,7.6,9.7,16.3,16.5,15.5,10.7,5.5,-0.6,43.3933,145.7583,3
107,107,êÏìí,-9.5,-6.5,-3.5,3.1,10.2,11.8,19.3,17.1,13.8,6.6,0.8,-7.1,43.6167,144.4567,7
108,108,íÌéqã¸,-7.9,-6.0,-2.9,3.3,10.3,11.6,19.2,16.9,14.1,7.3,1.6,-5.6,43.51,144.4667,7
109,109,à¢ä¶åŒî»,-10.4,-7.7,-4.4,2.8,10.4,12.4,20.0,17.0,13.0,6.0,0.6,-7.0,43.4367,144.085,7
110,110,íﬂãè,-7.8,-5.1,-1.4,4.2,10.8,12.5,19.5,17.8,14.9,8.1,2.3,-5.0,43.2317,144.325,7
111,111,ïWíÉ,-9.3,-6.0,-2.0,3.8,10.1,12.1,19.1,17.4,14.3,7.4,1.6,-6.2,43.2917,144.5867,7
112,112,ëæìc,-6.7,-4.7,-1.9,3.8,9.7,11.1,18.2,17.1,14.8,8.7,3.6,-3.2,43.09,144.7783,3
113,113,çÂí¨,-6.5,-4.4,-1.8,3.5,8.4,10.7,16.6,17.2,15.3,9.3,4.2,-2.5,43.12,145.11,3
114,114,ímï˚äw,-5.0,-4.0,-1.8,2.8,8.7,9.9,17.1,16.1,14.8,9.3,4.4,-1.9,42.9383,144.735,3
115,115,ã˙òH,-5.8,-3.6,-0.4,4.1,9.8,11.5,18.2,18.0,15.9,9.8,4.7,-1.9,42.985,144.3767,3
116,116,îíçf,-7.3,-5.1,-1.6,3.3,9.1,11.1,17.5,17.3,14.6,8.5,2.8,-3.8,42.97,144.0617,3
117,117,íÜìOï ,-8.2,-5.7,-1.7,4.4,11.4,13.1,20.1,17.9,14.5,7.8,2.1,-5.5,43.1983,144.1417,7
118,118,íﬂãu,-6.3,-4.3,-1.5,3.8,10.0,11.3,18.3,17.2,14.9,9.1,3.6,-3.0,43.04,144.1917,3
119,119,ëÂëÍ,-7.4,-5.8,-2.2,3.8,10.6,13.4,19.8,17.8,13.3,7.1,0.4,-5.7,42.67,141.0783,7
120,120,ëÂä›,-4.3,-2.9,0.2,5.6,11.0,14.1,20.8,19.5,15.8,9.6,3.1,-3.1,42.59,140.6433,3
121,121,à…íB,-3.0,-1.7,1.2,6.3,11.8,14.9,21.4,20.0,16.9,10.7,4.6,-1.7,42.4733,140.8767,0
122,122,é∫óñ,-1.6,-0.8,1.9,6.6,11.8,14.3,21.0,19.3,17.5,11.8,5.6,-0.5,42.3117,140.975,0
123,123,ìoï ,-4.3,-3.2,-0.2,5.3,11.4,13.5,20.4,18.1,15.7,9.6,3.1,-3.2,42.4583,141.1183,3
124,124,êXñÏ,-4.8,-3.7,-0.3,4.7,11.3,13.8,20.3,18.2,15.2,8.8,2.4,-3.6,42.63,141.2467,3
125,125,ìœè¨ñq,-4.0,-2.5,0.9,5.3,10.7,13.8,20.4,19.6,16.8,10.3,4.3,-2.1,42.6233,141.5467,0
126,126,å˙ê^,-7.4,-4.8,-1.2,5.7,11.8,14.5,21.2,19.2,15.7,9.0,2.9,-4.6,42.73,141.8883,7
127,127,ï‰ï ,-8.5,-5.5,-1.6,5.5,12.1,14.9,21.4,19.1,15.0,8.1,2.0,-5.6,42.7617,142.1433,7
128,128,ÇπÇΩÇ»,-1.7,-0.7,1.9,7.0,12.3,14.5,21.3,20.7,17.4,11.9,5.3,-0.8,42.45,139.8517,0
129,129,ç°ã‡,-3.8,-2.1,0.4,6.3,11.9,14.5,21.1,19.9,16.0,9.9,3.7,-2.5,42.4283,140.0083,0
130,130,âúêK,-0.1,0.4,3.5,8.1,12.4,14.5,21.4,22.1,19.2,13.8,6.8,0.8,42.2483,139.5567,5
131,131,ÍG,-3.9,-2.1,0.1,6.7,12.0,14.5,21.0,19.7,15.9,9.5,4.0,-2.3,41.93,140.3117,0
132,132,ç]ç∑,-0.5,0.5,2.9,8.3,13.1,15.2,21.9,21.6,18.8,12.7,7.0,0.6,41.8667,140.1233,5
133,133,í∑ñúïî,-4.1,-2.7,0.4,5.6,10.8,13.9,20.6,19.3,16.1,9.9,3.1,-3.3,42.5233,140.3817,3
134,134,î™â_,-3.1,-1.9,1.1,6.6,12.0,14.7,21.5,19.7,16.6,10.4,3.7,-2.5,42.2517,140.2717,0
135,135,åFêŒ,-1.7,-0.8,2.0,7.4,12.3,14.6,20.9,21.1,17.8,11.7,5.4,-0.9,42.1283,139.985,0
136,136,êX,-3.3,-2.4,0.5,6.8,12.3,14.5,21.4,19.4,16.6,10.4,4.1,-2.8,42.0667,140.5883,0
137,137,ñkìl,-2.9,-2.0,0.9,7.4,12.9,15.4,22.0,20.0,17.3,11.0,4.3,-2.3,41.8867,140.6533,0
138,138,îüäŸ,-1.9,-1.0,2.0,8.2,13.4,15.8,22.5,20.3,18.1,11.8,5.2,-1.4,41.8167,140.7533,0
139,139,çÇèº,-1.9,-1.3,1.7,7.2,11.8,14.5,20.8,19.5,17.6,11.4,5.1,-1.7,41.77,140.8217,0
140,140,êÏãÇ,-1.7,-1.1,1.6,7.2,12.0,14.2,21.2,19.3,17.2,11.5,5.1,-1.3,41.905,140.97,0
141,141,ñÿå√ì‡,-1.9,-1.0,1.7,7.5,12.6,14.8,21.5,19.9,17.5,11.2,4.6,-1.2,41.6867,140.445,0
142,142,èºëO,-0.3,0.3,3.1,8.5,13.3,15.5,22.3,21.2,19.0,13.1,7.2,0.9,41.4233,140.0867,5
143,143,êËä•,-11.2,-7.2,-3.5,3.5,11.2,13.8,20.9,18.3,13.7,6.2,0.0,-6.9,42.9783,142.395,7
144,144,ëÂä‘,0.3,0.8,3.2,8.5,12.7,15.0,21.3,19.9,18.8,13.1,7.1,1.3,41.5267,140.9117,5
145,145,ÇﬁÇ¬,-0.8,-0.3,2.1,8.7,13.6,15.7,22.4,19.7,18.0,11.8,6.3,0.2,41.2833,141.21,5
146,146,è¨ìcñÏëÚ,-0.4,-0.1,2.5,8.2,12.5,14.6,21.5,19.4,18.2,12.2,6.1,0.4,41.235,141.3967,5
147,147,òeñÏëÚ,-0.2,0.0,2.4,8.3,13.0,15.2,22.2,19.7,18.1,12.4,6.5,0.4,41.145,140.8217,5
148,148,äIìc,-0.8,-0.4,1.8,8.1,13.0,15.4,22.4,20.2,17.8,11.4,5.5,-0.3,41.045,140.6333,0
149,149,ç°ï ,-0.4,-0.1,2.2,8.7,13.5,15.1,22.2,20.2,18.0,12.0,6.1,0.1,41.18,140.4817,5
150,150,ésâY,-0.2,0.4,2.8,8.6,13.3,15.7,22.7,20.9,18.5,12.6,6.9,0.9,41.0567,140.3467,5
151,151,ÈÀÉPëÚ,0.2,0.5,3.0,9.2,13.9,15.9,22.8,21.3,18.6,12.7,7.3,1.2,40.7767,140.205,5
152,152,ê[âY,0.3,0.6,3.1,8.9,14.9,15.7,22.8,22.8,18.7,12.8,7.6,1.4,40.645,139.9317,5
153,153,çOëO,-1.2,-0.5,2.2,9.5,15.6,17.2,24.0,22.1,18.5,12.1,6.1,-0.2,40.6117,140.455,5
154,154,å‹èäêÏå¥,-0.8,-0.2,2.3,9.6,15.1,17.0,23.8,21.9,18.6,12.3,6.4,0.2,40.8083,140.4583,5
155,155,çïêŒ,-2.0,-1.1,1.0,9.0,15.2,16.7,23.4,21.3,17.8,11.5,5.9,-0.6,40.6667,140.585,5
156,156,ê¬êX,-0.4,0.2,2.6,9.7,15.1,16.9,24.0,22.0,19.1,12.7,6.6,0.2,40.8217,140.7683,5
157,157,ñÏï”ín,-0.1,0.1,2.4,8.5,12.9,15.4,21.9,19.5,17.9,12.4,6.3,0.5,40.885,141.16,5
158,158,òZÉPèä,-1.3,-0.6,1.6,8.3,12.8,15.1,21.8,19.0,17.5,11.7,5.5,-0.5,40.885,141.2717,0
159,159,éOëÚ,-0.9,-0.2,2.6,9.4,13.9,15.9,22.7,19.8,18.3,12.4,6.4,0.3,40.675,141.375,5
160,160,î™åÀ,-0.5,0.4,3.0,10.0,14.3,16.4,23.2,20.3,18.6,12.5,6.9,0.9,40.5267,141.5217,5
161,161,éOåÀ,-1.9,-0.5,1.8,9.3,14.8,16.9,23.4,20.6,17.6,11.2,5.6,-0.4,40.3833,141.2567,5
162,162,ãxâÆ,-3.4,-2.8,-0.5,5.7,12.7,14.4,21.4,19.1,15.9,9.7,3.9,-2.2,40.4267,140.8983,0
163,163,íÙÉPä÷,-3.4,-2.5,0.0,6.8,14.4,15.9,22.5,20.7,16.4,10.2,4.2,-2.0,40.4817,140.62,0
164,164,é_ÉPìí,-7.2,-6.4,-3.8,3.1,10.3,12.3,19.2,17.0,12.9,7.1,0.2,-5.8,40.6483,140.8483,7
165,165,î™êX,0.9,1.2,3.7,9.2,14.9,16.1,23.0,23.4,19.6,13.8,8.9,2.1,40.3883,139.9817,9
166,166,ëÈëÉ,-1.2,-0.4,2.0,8.8,15.2,17.0,23.9,22.9,18.0,11.8,5.9,-0.1,40.2267,140.3717,5
167,167,î\ë„,0.3,0.9,3.4,9.5,15.4,16.9,24.2,23.6,19.2,13.1,7.8,1.5,40.1983,140.0317,9
168,168,ëÂäŸ,-2.0,-1.0,1.4,8.7,15.3,17.2,24.1,22.7,17.9,11.4,5.3,-0.8,40.2517,140.505,5
169,169,é≠äp,-3.0,-1.9,0.3,7.7,14.4,16.5,22.9,21.4,16.8,10.4,4.2,-1.8,40.215,140.7867,0
170,170,ìíê£,-2.2,-1.3,0.7,7.3,14.3,16.2,22.5,21.1,16.5,10.6,4.3,-1.3,40.12,140.84,0
171,171,î™î¶ïΩ,-4.3,-3.5,-1.2,5.3,12.9,14.0,20.5,18.8,14.8,8.8,2.7,-3.1,40.0133,140.8017,3
172,172,à¢êmçá,-1.7,-1.2,1.0,7.4,14.5,16.0,22.8,22.2,17.1,11.0,5.1,-0.7,39.9933,140.4033,0
173,173,å‹èÈñ⁄,-0.4,0.2,2.5,9.3,15.3,17.0,23.8,23.6,18.8,12.7,7.3,0.9,39.9383,140.115,5
174,174,ëÂäÉ,0.6,1.0,3.8,9.5,15.6,17.1,24.3,23.8,19.3,13.5,8.3,2.0,40.0,139.95,9
175,175,íjé≠,0.2,0.7,3.0,8.9,15.0,16.3,23.1,22.9,18.7,12.8,7.7,1.4,39.9117,139.9,5
176,176,èHìc,0.6,1.3,3.9,10.0,16.1,17.6,24.6,24.9,20.1,14.0,7.9,1.6,39.7167,140.0983,9
177,177,ä‚å©éOì‡,-1.0,-0.5,1.7,8.4,14.8,16.5,23.2,23.5,18.1,12.3,5.9,0.2,39.7067,140.2867,5
178,178,ìcëÚåŒ,-2.3,-1.6,0.8,7.3,14.4,16.4,22.9,22.5,17.3,11.7,4.6,-1.2,39.6983,140.7317,0
179,179,äpäŸ,-1.2,-0.6,1.7,8.8,15.5,17.1,23.7,23.7,18.3,12.4,5.3,-0.4,39.6033,140.5567,5
180,180,ëÂã»,-1.2,-0.5,1.7,9.2,15.8,17.5,24.2,24.1,18.8,12.8,5.4,-0.3,39.49,140.495,5
181,181,ëÂê≥éõ,-0.8,-0.1,1.9,8.5,14.8,16.3,23.1,23.1,17.9,12.1,5.4,0.0,39.5267,140.2333,5
182,182,â°éË,-0.7,-0.2,2.1,9.4,16.1,17.8,24.6,24.4,19.5,13.2,6.0,0.0,39.32,140.555,5
183,183,ìåóRóò,-0.9,0.0,1.4,8.3,15.0,16.8,24.0,23.6,18.3,12.5,5.5,-0.1,39.305,140.2883,5
184,184,ñ{ëë,1.3,2.2,4.1,10.1,15.8,17.3,24.2,24.2,19.6,14.0,8.2,2.2,39.36,140.055,9
185,186,ñÓìá,-0.3,0.7,2.2,8.9,15.2,16.7,23.7,23.4,18.4,12.8,6.4,0.6,39.235,140.1367,5
